title,startYear,runtimeMinutes,genres,averageRating,numVotes,region,language,tconst,decade
Dangerous Safari,1956,64,"Adventure,Documentary",7.2,12.0,US,en,tt0166027,1950
Swan Lake,1957,80,Music,7.8,42.0,US,en,tt0165855,1950
Ceux d'aujourd'hui,1952,112,Drama,7.2,23.0,FR,fr,tt0246640,1950
Acts of the Apostles,1957,150,"Drama,History",8.4,18.0,US,en,tt0491750,1950
Train sans horaire,1959,121,Drama,7.3,155.0,FR,fr,tt0170774,1950
Aventure dans la baie d'or,1955,69,Family,7.5,22.0,CA,en,tt0244488,1950
The Black Battalion,1958,90,Drama,7.0,36.0,US,en,tt0247242,1950
Eux,1951,89,Drama,7.0,31.0,FR,fr,tt0157793,1950
Le comte de Monte-Cristo: 2ème époque 'La vengeance',1955,89,\N,7.5,31.0,FR,fr,tt13298950,1950
Shock Patrol,1957,90,"Drama,War",7.0,35.0,US,en,tt0159636,1950
The Legend of the Lone Ranger,1955,60,Western,8.1,70.0,US,en,tt0790703,1950
The Sweetness of Love,1952,105,Musical,7.4,18.0,US,en,tt0185021,1950
Every Beat of My Heart,1959,93,Musical,7.0,28.0,US,en,tt0184654,1950
Destins de femmes,1953,130,Drama,7.2,164.0,FR,fr,tt0186387,1950
Les mouettes meurent au port,1955,94,Drama,7.0,312.0,FR,fr,tt0222186,1950
Still I Live On,1951,102,Drama,7.0,34.0,US,en,tt0186033,1950
Perfect Game,1958,93,"Action,Crime",7.2,92.0,US,en,tt1935157,1950
Jeune fille sous ciel bleu,1957,88,"Comedy,Drama",7.2,498.0,FR,fr,tt0228021,1950
Strange Encounter,1958,87,Crime,7.0,108.0,US,en,tt0189508,1950
The Princess of Badger Palace,1958,98,"Comedy,Fantasy,History",7.2,7.0,US,en,tt0189385,1950
The Promised Land,1959,114,Drama,7.1,68.0,CA,en,tt0188321,1950
I Love Lucy: The Movie,1953,80,Comedy,8.3,492.0,US,en,tt0445461,1950
The Great Avengers,1959,183,\N,7.4,28.0,US,en,tt0186921,1950
Le Don paisible II,1958,115,Drama,7.9,124.0,FR,fr,tt0187550,1950
Samedi Soir,1957,91,"Drama,Romance,Sport",7.8,136.0,FR,fr,tt0174251,1950
Desertion at Dawn,1950,116,"Drama,War",7.7,54.0,US,en,tt0182685,1950
Quatre nuits avec toi ...,1954,\N,Drama,7.2,13.0,FR,fr,tt0235309,1950
Nos enfants,1951,80,Drama,7.2,26.0,FR,fr,tt0130166,1950
Oda Nobunaga: The Lucky Adventurer,1959,95,"Drama,History",7.0,33.0,US,en,tt3084118,1950
Adventure in Tokyo,1952,97,Drama,7.5,41.0,US,en,tt0322592,1950
Himeyuri Lily Tower,1953,130,"Drama,War",7.1,106.0,US,en,tt0128250,1950
The First Kings of Comedy,1957,79,"Comedy,Documentary",7.1,458.0,US,en,tt0129119,1950
Le veuf,1959,91,Comedy,7.2,1413.0,FR,fr,tt0131097,1950
La princesse Sen,1954,95,"Drama,History",7.7,9.0,FR,fr,tt1452603,1950
Ma chérie,1957,120,"Comedy,Romance",7.0,244.0,FR,fr,tt0126354,1950
Le temps des moissons,1956,94,Drama,7.4,281.0,FR,fr,tt0125730,1950
I theia apo to Chicago,1957,72,Comedy,7.6,1736.0,US,en,tt0135673,1950
The Magic of the Kite,1958,82,"Adventure,Family,Fantasy",7.4,116.0,US,en,tt0135834,1950
Cité morte,1951,76,Drama,7.4,51.0,FR,fr,tt0137126,1950
Rape on the Moor,1952,90,Drama,7.0,93.0,US,en,tt0137200,1950
Les quatre marches,1951,98,"Comedy,Drama,Romance",7.1,65.0,FR,fr,tt0137230,1950
La terre,1957,102,Drama,7.9,51.0,FR,fr,tt0279526,1950
Le sorcier de Santa-Cruz,1952,108,Drama,7.8,140.0,FR,fr,tt0132464,1950
Untouched,1954,85,"Adventure,Drama,Thriller",7.1,72.0,US,en,tt0132524,1950
Le fleuve noir,1957,114,"Action,Crime,Drama",7.2,1170.0,FR,fr,tt0134771,1950
Coeur sincère,1953,95,"Drama,Romance",7.0,220.0,FR,fr,tt0134805,1950
La pièce aux murs épais,1956,110,Drama,7.1,617.0,FR,fr,tt0134756,1950
Rosaura à dix heures,1958,100,"Drama,Mystery",7.7,504.0,FR,fr,tt0121703,1950
Adam Becomes a Man,1959,83,Drama,7.3,119.0,US,en,tt0297704,1950
Calypso Island,1958,72,Drama,7.1,22.0,US,en,tt0122119,1950
La vengeance de l'être aimé,1951,76,Thriller,8.7,15.0,FR,fr,tt0316029,1950
Genghis Khan,1950,88,Action,7.0,54.0,US,en,tt0291939,1950
L'ogre d'Athènes,1956,103,"Crime,Drama",7.9,2140.0,FR,fr,tt0124437,1950
Maitre de son corps,1957,109,Drama,7.8,201.0,FR,fr,tt0123286,1950
Voyage to the Moon,1958,80,"Comedy,Romance",7.0,81.0,US,en,tt0265985,1950
The Call of Destiny,1953,100,"Comedy,Drama,Family",7.0,29.0,US,en,tt0149697,1950
The Night Is My Kingdom,1951,110,Drama,7.0,349.0,US,en,tt0151785,1950
Mirage,1959,82,Drama,7.0,27.0,US,en,tt0150808,1950
Histoire de fantômes japonais,1959,76,Horror,7.0,1741.0,FR,fr,tt0155278,1950
The Road to Hell,1951,90,"Crime,Drama,Thriller",7.0,41.0,US,en,tt0262320,1950
Would-Be Gentleman,1958,96,"Comedy,Drama,Romance",7.2,42.0,US,en,tt0154249,1950
Les chardons du Baragan,1957,116,Drama,7.3,130.0,FR,fr,tt0154341,1950
Temptation,1959,94,Drama,7.0,47.0,US,en,tt0140720,1950
The Moment of Truth,1952,109,Drama,7.0,360.0,US,en,tt0140381,1950
Femmes interdites,1951,96,"Crime,Drama,Musical",7.2,151.0,FR,fr,tt0138090,1950
"Rita, fille ardente",1954,98,Drama,7.5,13.0,FR,fr,tt0137916,1950
Four Faces of India,1959,160,Drama,7.7,58.0,GB,en,tt0139110,1950
Ebn Hamido,1957,110,"Action,Comedy,Drama",7.1,666.0,US,en,tt0342556,1950
Vie ou mort,1954,75,"Drama,Thriller",7.4,315.0,FR,fr,tt0342512,1950
Life Triumphs,1951,87,Drama,7.3,13.0,US,en,tt0141956,1950
The Heat of the Summer,1959,89,Drama,7.4,14.0,US,en,tt0142158,1950
La ligne du destin,1956,89,Drama,8.1,117.0,FR,fr,tt0337088,1950
Bad Day at Hondo,1955,81,"Crime,Drama,Mystery",7.7,23582.0,US,en,tt0047849,1950
Cinderella,1955,72,"Comedy,Family,Fantasy",7.4,48.0,US,en,tt0047843,1950
The Blackboard Jungle,1955,101,"Crime,Drama",7.4,9652.0,US,en,tt0047885,1950
The Hoodlum,1955,87,"Crime,Drama,Film-Noir",7.3,8265.0,US,en,tt0047878,1950
The Swindle,1955,113,"Comedy,Crime,Drama",7.5,6682.0,GB,en,tt0047876,1950
Le 20 juillet,1955,97,"Drama,History,Thriller",7.0,183.0,FR,fr,tt0047790,1950
Amis pour la vie,1955,100,"Comedy,Drama",7.2,189.0,FR,fr,tt0047822,1950
The Girlfriends,1955,104,"Drama,Romance",7.2,3310.0,GB,en,tt0047821,1950
Tout ce que le ciel permet,1955,89,"Drama,Romance",7.6,16038.0,FR,fr,tt0047811,1950
Fever Heat,1956,98,"Crime,Drama,Thriller",7.6,13047.0,US,en,tt0047892,1950
L'affaire Roumiantzev,1956,103,"Crime,Drama,Mystery",7.4,307.0,FR,fr,tt0047979,1950
La maison des otages,1955,112,"Crime,Drama,Film-Noir",7.5,10589.0,FR,fr,tt0047985,1950
La grande bagarre de Don Camillo,1955,97,Comedy,7.1,2193.0,FR,fr,tt0048002,1950
Voyage dans les temps préhistoriques,1955,86,"Adventure,Family,Fantasy",7.1,2373.0,FR,fr,tt0047930,1950
Le Mont Fuji et la lance ensanglantée,1955,94,"Adventure,Drama",7.4,927.0,FR,fr,tt0047937,1950
Irving Berlin's White Christmas,1954,120,"Comedy,Musical,Romance",7.5,47039.0,US,en,tt0047673,1950
The Road,1954,108,Drama,8.0,65579.0,US,en,tt0047528,1950
Le sel de la terre,1954,94,"Drama,History",7.4,3926.0,FR,fr,tt0047443,1950
Sabrina,1954,113,"Comedy,Drama,Romance",7.6,68670.0,CA,en,tt0047437,1950
Les Sept Samouraïs,1954,207,"Action,Drama",8.6,359031.0,FR,fr,tt0047478,1950
A Bride for Seven Brothers,1954,102,"Musical,Romance,Western",7.3,26452.0,US,en,tt0047472,1950
Sentiment,1954,123,"Drama,Romance,War",7.4,7350.0,GB,en,tt0047469,1950
Une femme dont on parle,1954,83,"Drama,Romance",7.4,1369.0,FR,fr,tt0047638,1950
Tiger Girl,1955,101,"Comedy,Romance",7.1,390.0,US,en,tt0047628,1950
The Count of Monte Cristo,1954,90,"Comedy,Fantasy,Musical",7.5,76.0,US,en,tt0047661,1950
Trois hommes sur un radeau,1954,100,"Adventure,Comedy,Drama",7.4,674.0,FR,fr,tt0047650,1950
Vera Cruz,1954,94,"Adventure,Drama,Western",7.0,10887.0,FR,fr,tt0047647,1950
Them,1954,94,"Horror,Sci-Fi",7.2,23561.0,US,en,tt0047573,1950
Le diable du moulin sur la montagne,1955,87,Adventure,7.0,60.0,FR,fr,tt0047571,1950
Trois hommes dans la neige,1955,93,Comedy,7.5,920.0,FR,fr,tt0048014,1950
Marty,1955,90,"Drama,Romance",7.7,26145.0,FR,fr,tt0048356,1950
L'homme de la plaine,1955,103,"Drama,Western",7.3,11670.0,FR,fr,tt0048342,1950
Mort d'un cycliste,1955,88,"Crime,Drama,Film-Noir",7.7,4331.0,FR,fr,tt0048394,1950
Monsieur Arkadin - Dossier secret,1955,93,"Crime,Drama,Film-Noir",7.1,9024.0,FR,fr,tt0048393,1950
Permission jusqu'à l'aube,1955,123,"Comedy,Drama,War",7.6,17892.0,FR,fr,tt0048380,1950
The Last Ten Days,1955,95,"Drama,History,War",7.2,366.0,US,en,tt0048295,1950
Merry-Go-Round,1956,95,"Drama,Romance",7.7,1623.0,US,en,tt0048275,1950
Magdana's Donkey,1955,68,Drama,7.7,568.0,US,en,tt0048324,1950
La complainte du sentier,1955,125,Drama,8.2,36498.0,FR,fr,tt0048473,1950
The Grasshopper,1955,91,Drama,7.1,127.0,US,en,tt0048504,1950
Une fille a parlé (Une génération),1955,87,"Drama,War",7.1,2847.0,FR,fr,tt0048500,1950
La nuit du chasseur,1955,92,"Crime,Drama,Film-Noir",8.0,94721.0,FR,fr,tt0048424,1950
Othello,1956,107,"Drama,Romance",7.2,338.0,US,en,tt0048455,1950
The Word,1955,126,Drama,8.3,16929.0,US,en,tt0048452,1950
Journey Into Autumn,1955,87,Drama,7.0,3373.0,GB,en,tt0048272,1950
Henriette,1952,118,Comedy,7.4,389.0,GB,en,tt0048104,1950
Des pas dans le brouillard,1955,90,"Crime,Drama,Thriller",7.0,2118.0,FR,fr,tt0048087,1950
Blanches colombes et vilains messieurs,1955,150,"Comedy,Crime,Musical",7.1,18713.0,FR,fr,tt0048140,1950
Reaching for the Stars,1955,102,Drama,8.0,12.0,US,en,tt0048136,1950
La vie criminelle d'Archibald de la Cruz,1955,89,"Comedy,Crime,Drama",7.6,5700.0,FR,fr,tt0048037,1950
Je suis un aventurier,1954,97,"Romance,Western",7.1,8326.0,CA,en,tt0048055,1950
Hanka,1955,132,Drama,7.7,47.0,FR,fr,tt0048146,1950
"Jubal, l'homme de nulle part",1956,100,"Drama,Romance,Western",7.1,4251.0,FR,fr,tt0048233,1950
Fair Weather,1955,101,"Comedy,Drama,Musical",7.0,3809.0,US,en,tt0048216,1950
Le pauvre coeur des hommes,1955,120,Drama,7.4,476.0,FR,fr,tt0048266,1950
Mickey Spillane's Kiss Me Deadly,1955,106,"Crime,Film-Noir,Mystery",7.5,21594.0,US,en,tt0048261,1950
Sky Without Stars,1955,108,"Drama,Romance",7.0,295.0,US,en,tt0048169,1950
My Leopold,1955,98,Drama,7.3,15.0,US,en,tt0048163,1950
Le témoin à abattre,1955,88,"Crime,Drama,Film-Noir",7.0,2273.0,FR,fr,tt0048199,1950
Piroschka,1955,96,"Comedy,Romance",7.0,572.0,FR,fr,tt0048193,1950
Portrait of an Unknown Woman,1954,100,"Comedy,Drama,Romance",7.0,69.0,US,en,tt0046775,1950
Romance sans lendemain,1954,104,"Drama,Romance",7.1,686.0,FR,fr,tt0046676,1950
"Walt Disney's 20,000 Leagues Under the Sea",1954,127,"Adventure,Drama,Family",7.2,36168.0,US,en,tt0046672,1950
The Devil's Pitchfork,1953,91,"Drama,History,War",7.0,1308.0,US,en,tt0046712,1950
Chronicle of Poor Lovers,1954,107,Drama,7.3,443.0,US,en,tt0046881,1950
Chasse au gang,1953,73,"Crime,Drama,Film-Noir",7.3,4420.0,FR,fr,tt0046878,1950
Une fille de la province,1954,104,"Drama,Music",7.2,6439.0,FR,fr,tt0046874,1950
Les briseurs de barrages,1955,124,"Drama,History,War",7.4,11110.0,FR,fr,tt0046889,1950
Alfred Hitchcock's Dial M for Murder,1954,105,"Crime,Thriller",8.2,184270.0,GB,en,tt0046912,1950
Ouragan sur le Caine,1954,124,"Drama,War",7.7,29169.0,FR,fr,tt0046816,1950
Le petit cireur,1954,149,"Comedy,Drama,Family",7.9,874.0,FR,fr,tt0046799,1950
Une grande famille,1954,108,Drama,7.2,255.0,FR,fr,tt0046797,1950
Conte de Tokyo,1953,136,Drama,8.1,66069.0,FR,fr,tt0046438,1950
Tortillard pour Titfield,1953,84,Comedy,7.0,3193.0,FR,fr,tt0046436,1950
Passenger List,1953,98,"Drama,History,Romance",7.0,7495.0,US,en,tt0046435,1950
Ti-coq,1953,104,"Drama,Romance,War",7.1,175.0,CA,en,tt0046434,1950
The Adultress,1953,102,"Crime,Drama,Romance",7.3,1788.0,US,en,tt0046429,1950
Monika,1953,96,"Drama,Romance",7.5,15738.0,FR,fr,tt0046345,1950
As Long as You're Near Me,1953,103,Drama,7.1,70.0,US,en,tt0046340,1950
La grande aventure,1953,94,"Drama,Family",7.1,327.0,FR,fr,tt0046373,1950
Grisbi,1954,96,"Crime,Drama",7.7,8342.0,US,en,tt0046451,1950
Les inutiles,1953,109,"Comedy,Drama",7.8,19485.0,FR,fr,tt0046521,1950
Lonely Woman,1954,85,"Drama,Romance",7.3,11805.0,GB,en,tt0046511,1950
Épouse,1953,89,Drama,7.1,326.0,FR,fr,tt0046468,1950
Tales of Ugetsu,1953,96,"Drama,Fantasy,War",8.2,25046.0,US,en,tt0046478,1950
Skanderbeg,1953,95,"Action,Drama,History",7.7,761.0,US,en,tt0046498,1950
Mr. Hulot's Holiday,1953,114,Comedy,7.3,19747.0,US,en,tt0046487,1950
The Mistress,1953,110,Drama,7.8,36.0,US,en,tt0046494,1950
The Ship of Condemned Women,1953,101,"Adventure,Drama",7.1,148.0,US,en,tt0047272,1950
Waterfront,1954,108,"Crime,Drama,Thriller",8.1,161106.0,US,en,tt0047296,1950
Le secret magnifique,1954,108,"Drama,Romance",7.0,7329.0,FR,fr,tt0047203,1950
322 French Street,1954,88,"Crime,Drama,Film-Noir",7.1,3694.0,US,en,tt0047377,1950
Racines,1954,103,Drama,7.6,142.0,FR,fr,tt0047395,1950
Alfred Hitchcock's Rear Window,1954,112,"Mystery,Thriller",8.5,510509.0,GB,en,tt0047396,1950
La révolte des pendus,1954,85,"Adventure,Drama",7.5,164.0,FR,fr,tt0047397,1950
Les révoltés de la cellule 11,1954,80,"Crime,Drama,Film-Noir",7.0,2340.0,FR,fr,tt0047417,1950
An Inn at Osaka,1954,122,Drama,7.6,282.0,US,en,tt0047315,1950
The Gold of Naples,1954,138,"Comedy,Drama",7.3,1968.0,US,en,tt0047313,1950
Les héros de Chipka,1955,137,"Drama,History,War",7.4,299.0,FR,fr,tt0047021,1950
Only the French Can,1955,102,"Comedy,Drama,Musical",7.3,4344.0,US,en,tt0046998,1950
Godzilla,1954,96,"Horror,Sci-Fi",7.5,36603.0,FR,fr,tt0047034,1950
La tour des ambitieux,1954,104,"Drama,Romance",7.4,4455.0,FR,fr,tt0046963,1950
Flying Classroom,1954,92,"Comedy,Drama,Family",7.1,575.0,US,en,tt0046986,1950
Johnny Guitar,1954,110,"Drama,Western",7.6,19111.0,FR,fr,tt0047136,1950
Une femme qui s'affiche,1954,86,"Comedy,Drama,Romance",7.2,4349.0,FR,fr,tt0047123,1950
Le dernier pont,1954,102,"Drama,War",7.4,439.0,FR,fr,tt0047172,1950
A Lesson in Love,1954,96,"Comedy,Drama,Romance",7.0,3650.0,US,en,tt0047167,1950
Outlaw Marshal,1954,62,Western,7.4,83.0,US,en,tt0047164,1950
Sa grande épreuve,1954,92,Drama,9.2,25.0,FR,fr,tt0047109,1950
The Human Beast,1954,91,"Drama,Film-Noir,Romance",7.1,6005.0,US,en,tt0047101,1950
David Lean's Production Of Hobson's Choice,1954,108,"Comedy,Drama,Romance",7.7,8479.0,GB,en,tt0047094,1950
Spring on Zarechnaya Street,1956,96,"Drama,Romance",7.4,1687.0,US,en,tt0049917,1950
A Man Escaped or: The Wind Bloweth Where It Listeth,1956,101,"Drama,Thriller,War",8.2,24173.0,US,en,tt0049902,1950
S.O.S. Scotland Yard,1956,96,"Crime,Drama,Mystery",7.0,1307.0,FR,fr,tt0049845,1950
Demain est un autre jour,1956,84,"Drama,Romance",7.4,3397.0,FR,fr,tt0049843,1950
Le toit,1956,91,"Comedy,Drama",7.4,1185.0,FR,fr,tt0049839,1950
Coeur d'épouse,1956,101,Drama,7.4,218.0,FR,fr,tt0049889,1950
Three and a Half Musketeers,1957,100,"Action,Adventure,Comedy",7.3,62.0,US,en,tt0049880,1950
A Pig Across Paris,1956,80,"Comedy,Drama",7.3,4203.0,US,en,tt0049877,1950
Ma vie commence en Malaisie,1956,117,"Drama,Romance,War",7.2,1847.0,FR,fr,tt0049871,1950
La loi du vice,1958,108,Drama,7.3,11.0,FR,fr,tt0050113,1950
La bourrasque,1957,103,"Drama,Family,Romance",7.1,1499.0,FR,fr,tt0050112,1950
Amour et Tentation,1957,100,Drama,7.0,20.0,FR,fr,tt0050080,1950
Douze Hommes en colère,1957,96,"Crime,Drama",9.0,836239.0,FR,fr,tt0050083,1950
Love Affair (1957),1957,115,"Drama,Romance",7.4,32233.0,US,en,tt0050105,1950
Paradise Lagoon,1957,94,"Adventure,Comedy,Romance",7.1,1845.0,US,en,tt0050100,1950
Frontière dangereuse,1957,103,"Crime,Drama,Thriller",7.2,941.0,FR,fr,tt0050097,1950
Seven Days from Now,1957,100,"Adventure,Drama,Thriller",7.5,1870.0,US,en,tt0050091,1950
3h10 pour Yuma,1957,92,"Drama,Thriller,Western",7.6,21153.0,FR,fr,tt0050086,1950
Les dix commandements,1956,220,"Adventure,Drama,Family",7.9,75283.0,FR,fr,tt0049833,1950
Bushido,1956,105,"Action,Adventure,Drama",7.6,6541.0,US,en,tt0049710,1950
No Ordinary Summer,1957,103,Drama,7.2,26.0,US,en,tt0049613,1950
Patterns of Power,1956,83,Drama,7.7,3399.0,GB,en,tt0049601,1950
La chambre des exécutions,1956,96,"Action,Crime,Thriller",7.0,215.0,FR,fr,tt0049642,1950
Le poète,1957,96,Drama,7.0,34.0,FR,fr,tt0049623,1950
The Flying Carpet,1957,86,"Adventure,Family,Fantasy",7.1,1435.0,US,en,tt0049794,1950
Early Spring,1956,145,Drama,7.8,3492.0,US,en,tt0049784,1950
Le quarante et unième,1956,88,"Drama,Romance,War",7.5,1675.0,FR,fr,tt0049783,1950
Thé et sympathie,1956,122,Drama,7.3,3078.0,FR,fr,tt0049829,1950
Une cadillas en or massif,1956,99,"Comedy,Romance",7.5,2179.0,FR,fr,tt0049777,1950
Castles and Cottages,1957,204,\N,7.3,22.0,US,en,tt0049724,1950
7 hommes à abattre,1956,78,Western,7.4,5835.0,FR,fr,tt0049743,1950
La sangsue,1956,126,Drama,7.5,552.0,FR,fr,tt0049746,1950
Pluie soudaine,1956,91,"Comedy,Drama",7.3,354.0,FR,fr,tt0049756,1950
Dieu seul le sait,1957,107,"Adventure,Drama,War",7.3,9279.0,FR,fr,tt0050490,1950
Comment tuer un oncle à héritage,1957,79,"Comedy,Crime",7.0,259.0,FR,fr,tt0050527,1950
A Gift for Music,1957,89,Drama,7.0,11.0,US,en,tt0050433,1950
The Big Search,1957,75,"Adventure,Drama",7.6,35.0,GB,en,tt0050452,1950
The Never Never Princess,1957,78,"Family,Fantasy",7.2,34.0,US,en,tt0050472,1950
The Count of Luxemburg,1957,91,Comedy,7.1,24.0,GB,en,tt0050451,1950
Le cri,1957,116,Drama,7.6,5317.0,FR,fr,tt0050458,1950
Une bombe pas comme les autres,1956,80,"Comedy,Crime",7.1,2211.0,FR,fr,tt0050456,1950
Quand passent les cigognes,1957,95,"Drama,Romance,War",8.3,19062.0,FR,fr,tt0050634,1950
Fascination,1957,130,"Comedy,Crime,Drama",7.1,16621.0,US,en,tt0050658,1950
Lissy,1957,89,Drama,7.4,112.0,FR,fr,tt0050645,1950
Le château de l'araignée,1957,110,Drama,8.1,54691.0,CA,en,tt0050613,1950
Les baisers,1957,74,"Drama,Romance",7.4,540.0,FR,fr,tt0050612,1950
Les jeudis miraculeux,1957,84,"Comedy,Fantasy",7.2,878.0,FR,fr,tt0050574,1950
Un roi à New York,1957,110,"Comedy,Drama",7.0,8671.0,FR,fr,tt0050598,1950
Behold Thy Son,1957,104,Drama,7.0,109.0,US,en,tt0050591,1950
Drôle de frimousse,1957,103,"Comedy,Musical,Romance",7.0,32142.0,FR,fr,tt0050419,1950
The Prescott Affair,1958,88,"Crime,Mystery,Thriller",7.0,1432.0,GB,en,tt0050246,1950
"Madame, le comte, la bonne et moi",1957,103,Comedy,7.1,673.0,FR,fr,tt0050263,1950
Un homme sur la voie,1957,89,Drama,7.6,773.0,FR,fr,tt0050282,1950
Frankenstein and the Monster,1957,82,"Horror,Sci-Fi,Thriller",7.0,12207.0,GB,en,tt0050280,1950
Naked is the Flame,1955,82,"Crime,Film-Noir,Thriller",7.0,2895.0,GB,en,tt0050233,1950
Crammed Streetcar,1957,102,Comedy,7.3,81.0,US,en,tt0050275,1950
La maison de l'ange,1957,76,Drama,7.2,451.0,FR,fr,tt0050231,1950
Dupe jusqu'au jugement dernier,1957,74,"Crime,Drama,War",7.0,32.0,FR,fr,tt0050187,1950
The Arkansas Traveler,1957,126,"Drama,Music",8.2,16699.0,US,en,tt0050371,1950
Torpilles sous l'atlantique,1957,98,"Action,Adventure,Drama",7.4,11873.0,CA,en,tt0050356,1950
Samuel Fuller's Forty Guns,1957,80,Western,7.0,5937.0,US,en,tt0050407,1950
Beyond All Limits,1959,114,Drama,7.0,105.0,US,en,tt0050400,1950
His Other Woman,1957,103,"Comedy,Romance",7.2,9251.0,GB,en,tt0050307,1950
A Man Is Ten Feet Tall,1957,85,Drama,7.2,3472.0,GB,en,tt0050347,1950
Don Quixote,1957,110,Drama,7.3,915.0,US,en,tt0050326,1950
"Deux yeux, douze mains",1957,143,"Comedy,Crime,Drama",8.4,1873.0,FR,fr,tt0050322,1950
Street of Shame,1956,86,Drama,7.8,4718.0,US,en,tt0048933,1950
L'affaire Protar,1956,85,Comedy,7.6,60.0,FR,fr,tt0048930,1950
Baby Doll,1956,114,"Comedy,Drama",7.3,8109.0,FR,fr,tt0048973,1950
Fragile Fox,1956,107,"Action,Drama,War",7.4,5686.0,US,en,tt0048966,1950
Aparajito (The Unvanquished),1956,110,Drama,8.2,15486.0,GB,en,tt0048956,1950
Angels' Cooking,1955,106,"Comedy,Crime,Romance",7.4,10374.0,US,en,tt0048801,1950
L'impératrice Yang Kwei-Fei,1955,98,"Drama,History,Romance",7.1,2015.0,FR,fr,tt0048820,1950
La mauvaise graine,1956,129,"Drama,Horror,Thriller",7.4,15257.0,FR,fr,tt0048977,1950
Wedding Breakfast,1956,94,"Comedy,Drama,Romance",7.4,3655.0,GB,en,tt0049061,1950
Le bouffon du roi,1955,101,"Adventure,Comedy,Family",7.8,13547.0,FR,fr,tt0049096,1950
The Rocket from Calabuch,1956,93,Comedy,7.3,1232.0,US,en,tt0049042,1950
Celui qu'on n'attendait plus,1956,92,"Drama,Romance",7.1,632.0,FR,fr,tt0049088,1950
Derrière le miroir,1956,95,Drama,7.4,7978.0,CA,en,tt0049010,1950
Peine capitale,1956,99,"Crime,Drama",7.1,1405.0,FR,fr,tt0049019,1950
La harpe de Birmanie,1956,116,"Drama,Music,War",8.0,6294.0,FR,fr,tt0049012,1950
The Safety Match,1954,52,"Comedy,Mystery",7.8,104.0,US,en,tt0048615,1950
Mister 420,1955,168,"Comedy,Crime,Drama",7.9,2931.0,GB,en,tt0048613,1950
Taira Clan Saga,1955,108,"Drama,History",7.3,1078.0,US,en,tt0048610,1950
The 7 Year Itch,1955,105,"Comedy,Romance",7.1,41438.0,US,en,tt0048605,1950
Sa fille Pierre,1955,95,Drama,8.2,14.0,FR,fr,tt0048598,1950
Sourires d'une nuit d'été,1955,109,"Comedy,Romance",7.7,14402.0,FR,fr,tt0048641,1950
La fureur de vivre,1955,111,Drama,7.6,95923.0,CA,en,tt0048545,1950
Razzia sur la Chnouf,1955,105,"Crime,Drama,Thriller",7.0,1276.0,US,en,tt0048543,1950
Sanshiro Sugata,1955,\N,"Action,Drama",8.0,107.0,US,en,tt0048583,1950
Samurai (Part II),1955,104,"Action,Adventure,Biography",7.3,6793.0,US,en,tt0048579,1950
Romeo & Juliet,1955,92,"Drama,Music,Romance",7.6,91.0,US,en,tt0048561,1950
Alfred Hitchcock's To Catch a Thief,1955,106,"Mystery,Romance,Thriller",7.4,77687.0,GB,en,tt0048728,1950
Nuages flottants,1955,123,"Drama,Romance",7.6,3044.0,FR,fr,tt0048757,1950
Mais qui a tué Harry?,1955,99,"Comedy,Mystery",7.0,40357.0,FR,fr,tt0048750,1950
Summer Madness,1955,102,"Comedy,Drama,Romance",7.1,9700.0,GB,en,tt0048673,1950
"Stella, femme libre",1955,90,"Drama,Music,Romance",7.9,2890.0,FR,fr,tt0048657,1950
La fille en noir,1956,100,"Drama,Romance",7.8,1098.0,FR,fr,tt0049419,1950
A Matter of Honor,1956,80,Drama,7.1,32.0,US,en,tt0049375,1950
Walter Wanger's Invasion of the Body Snatchers,1956,80,"Drama,Horror,Sci-Fi",7.7,53255.0,US,en,tt0049366,1950
L'ultime razzia,1956,84,"Crime,Drama,Film-Noir",7.9,94978.0,FR,fr,tt0049406,1950
L'homme qui n'a jamais existé,1956,103,"Drama,War",7.4,5623.0,FR,fr,tt0049471,1950
Au gré du courant,1956,117,Drama,7.6,1146.0,FR,fr,tt0049537,1950
The Girl from Flanders,1956,105,"Drama,Romance",7.1,74.0,US,en,tt0049533,1950
An Eye for an Eye,1957,113,"Drama,Thriller",7.0,132.0,US,en,tt0049569,1950
L'homme au complet gris,1956,153,"Drama,Romance,War",7.1,4004.0,FR,fr,tt0049474,1950
The Man Who Knew Too Much,1956,120,"Drama,Thriller",7.4,67661.0,US,en,tt0049470,1950
Le muchacho,1956,90,Drama,7.3,345.0,FR,fr,tt0049499,1950
Fugitive in Saigon,1957,105,"Drama,War",7.1,39.0,US,en,tt0049522,1950
The Silent World,1956,86,"Adventure,Documentary",7.0,1760.0,FR,fr,tt0049518,1950
Herman Melville's Moby Dick,1956,116,"Adventure,Drama",7.3,21142.0,GB,en,tt0049513,1950
Fatal Planet,1956,98,"Adventure,Sci-Fi",7.5,51938.0,US,en,tt0049223,1950
Le disque rouge,1956,115,Drama,7.7,1357.0,FR,fr,tt0049207,1950
"Fedra, the Devil's Daughter",1956,100,Drama,7.4,96.0,US,en,tt0049203,1950
La vallée de la paix,1956,82,"Drama,War",7.6,386.0,FR,fr,tt0049150,1950
The Captain from Koepenick,1956,93,"Comedy,Drama",7.2,1845.0,US,en,tt0049293,1950
Le capitaine de Cologne,1956,118,Comedy,7.3,36.0,FR,fr,tt0049292,1950
