title,startYear,runtimeMinutes,genres,averageRating,numVotes,region,language,tconst,decade
Eight,2008,104,"Comedy,Drama,Thriller",8.2,11.0,US,en,tt2528508,2000
Turbocharge: The Unauthorized Story of The Cars,2008,79,Comedy,7.6,14.0,US,en,tt1825183,2000
"WWE: Summerslam - The Complete Anthology, Vol. 1",2009,\N,Action,7.4,21.0,US,en,tt1830901,2000
Think as Thieves,2009,\N,Action,7.5,54.0,CA,en,tt1828336,2000
Money as Debt II: Promises Unleashed,2009,77,"Animation,Documentary",7.9,155.0,CA,en,tt1828248,2000
Money as Debt,2006,47,"Animation,Documentary",8.2,483.0,CA,en,tt1828247,2000
Center Line,2007,84,Drama,7.1,20.0,US,en,tt1696185,2000
M.B.F.A.F.,2008,98,Comedy,7.9,37.0,US,en,tt1774497,2000
A Christmas Miracle,2009,\N,Comedy,7.5,11.0,CA,en,tt1765664,2000
AMV Hell 3: The Motion Picture,2005,68,Comedy,7.5,32.0,US,en,tt5230508,2000
Car Park: The Movie,2009,\N,Drama,8.8,9.0,GB,en,tt3205430,2000
61 Dagwood,2007,90,Comedy,7.9,10.0,CA,en,tt1794713,2000
Jiggers,2009,84,"Comedy,Drama,Family",8.2,9.0,CA,en,tt1624432,2000
The Days of Desire,2008,104,Drama,8.1,26.0,GB,en,tt1606589,2000
AMV Hell 4: The Last One,2007,84,Comedy,8.8,8.0,US,en,tt5778404,2000
The Grotto - Interactive Movie,2008,46,"Horror,Thriller",7.2,30.0,US,en,tt1611807,2000
Invasion Chronicles: Run,2002,48,Sci-Fi,7.7,11.0,US,en,tt1846724,2000
The Great Warrior,2009,147,"Action,Drama,Fantasy",7.7,24368.0,US,en,tt1447500,2000
The Smiths: Under Review,2006,98,\N,7.8,6.0,GB,en,tt27384997,2000
King B.'s ROOST,2008,62,Crime,8.8,24.0,US,en,tt4058628,2000
Stitches,2009,90,Drama,8.1,11.0,CA,en,tt1451635,2000
Zah,2009,65,Comedy,8.1,17.0,US,en,tt1438295,2000
Rush: Snakes & Arrows - Live in Holland,2008,221,Music,8.6,247.0,CA,en,tt1439478,2000
The Bride & The Grooms,2009,99,"Comedy,Romance",7.0,9.0,US,en,tt1436468,2000
Naked Till Night,2009,75,Drama,8.2,10.0,CA,en,tt1458947,2000
Jamie and Eddie: Souls of Strife,2007,93,"Action,Drama",8.1,19.0,CA,en,tt1462530,2000
Point Traverse,2009,103,"Crime,Drama,Romance",7.8,29.0,CA,en,tt1462854,2000
1999,2009,111,"Action,Crime,Drama",7.9,75.0,CA,en,tt1458389,2000
Last Passport,2009,89,Drama,7.9,94.0,US,en,tt1456964,2000
Je ne peux pas vivre sans toi,2009,93,Drama,7.4,609.0,FR,fr,tt1456584,2000
Tales from the Golden Age,2009,155,"Comedy,History",7.8,5931.0,GB,en,tt1422122,2000
The Beginning of a Rise,2009,117,Crime,7.2,8.0,CA,en,tt1424857,2000
Tu n'aimeras point,2009,91,"Drama,Romance",7.3,6524.0,FR,fr,tt1424327,2000
GRRF: The Sound of Suicide Postponement,2009,80,Drama,8.9,9.0,US,en,tt1424644,2000
Someone Like You,2009,102,"Action,Crime,Drama",8.0,6066.0,US,en,tt1417299,2000
La perle des bois,2008,90,"Drama,History,Romance",8.2,39.0,FR,fr,tt1417060,2000
Strawberry Melancholy,2007,\N,Drama,9.8,407.0,US,en,tt29341882,2000
Crime Scene: The Bobby Ray Summers Story,2008,76,Comedy,8.6,16.0,US,en,tt1418860,2000
Into the Badlands,2005,\N,Sci-Fi,7.2,15.0,CA,en,tt1432050,2000
Les chats persans,2009,106,"Drama,Music",7.1,7416.0,FR,fr,tt1426378,2000
Plan 17: The Purple King,2002,50,Sci-Fi,8.2,18.0,US,en,tt3919130,2000
The Taste of Relation,2009,87,"Drama,Family,Mystery",7.8,745.0,CA,en,tt1502960,2000
In the Dark,2000,106,Horror,7.2,21.0,US,en,tt20852180,2000
Liberté,2009,111,"Drama,War",7.2,1382.0,FR,fr,tt1495823,2000
Generation Why,2009,115,"Comedy,Drama",7.6,17.0,CA,en,tt1496773,2000
Ruthless Man,2007,150,"Action,Crime,Drama",7.7,2409.0,US,en,tt2355791,2000
Les murmures du vent,2009,88,Drama,7.1,190.0,FR,fr,tt1493829,2000
"Run, Broken Yet Brave",2009,93,"Drama,Family",7.0,29.0,US,en,tt1500878,2000
Bird's Eye View: An ET's Solution for Humanity,2009,104,"Comedy,Family,Thriller",7.5,29.0,US,en,tt1524156,2000
Virginia Creepers: The Horror Host Tradition of the Old Dominion,2009,120,"Comedy,Documentary,History",7.4,20.0,US,en,tt1524050,2000
Frankenstein Unlimited,2009,94,"Horror,Sci-Fi,Thriller",7.4,45.0,CA,en,tt1523283,2000
Threee Geniuses: The Re-Death of Psychedelia,2009,120,Comedy,9.0,11.0,US,en,tt2973412,2000
The Lollipop Generation,2008,75,Drama,8.6,20.0,CA,en,tt1512506,2000
Sans dessein,2009,113,Comedy,7.0,82.0,CA,en,tt1470913,2000
The Bunnyman: The Sleepy Ridge Murders,2009,126,Horror,7.0,8.0,US,en,tt2860418,2000
Maintenant ou jamais,2009,103,Drama,7.2,22.0,FR,fr,tt1470930,2000
Summer Wars,2009,114,"Action,Adventure,Animation",7.4,31168.0,FR,fr,tt1474276,2000
Throttle Trauma 2: Street Kings.,2008,57,"Adventure,Documentary,Sport",8.8,31.0,CA,en,tt1464591,2000
The Fine Line,2008,57,\N,8.0,13.0,CA,en,tt2337450,2000
Night Shift,2009,110,Comedy,7.6,8.0,CA,en,tt1467005,2000
Pinkville,2009,115,Drama,7.2,32.0,CA,en,tt1467028,2000
Mega Monster Battle: Ultra Galaxy Legends - The Movie,2009,96,"Action,Adventure,Family",7.0,364.0,US,en,tt1467280,2000
Sisu: The Death of Tom Sukanen,2009,91,"Animation,Biography,Documentary",8.5,12.0,CA,en,tt1484124,2000
George Ryga's Hungry Hills,2009,92,"Drama,Western",7.6,89.0,CA,en,tt1487257,2000
Looking for Anne,2009,105,Drama,7.2,31.0,CA,en,tt1475380,2000
Naruto Shippuden: La Volonté du feu,2009,95,"Action,Animation,Fantasy",7.0,4184.0,FR,fr,tt1481363,2000
Frolf: The Movie,2009,73,Comedy,7.5,14.0,US,en,tt1478482,2000
Avoiding C.B.,2009,81,"Comedy,Music",7.7,45.0,GB,en,tt1479163,2000
Seabiscuit,2003,140,"Drama,History,Sport",7.3,75762.0,CA,en,tt0329575,2000
Au-delà des frontières,2002,104,Drama,7.0,25.0,FR,fr,tt0329451,2000
The Butterfly,2002,85,"Adventure,Comedy,Drama",7.1,3262.0,GB,en,tt0329485,2000
"Nikhil, mon frère",2005,120,"Drama,Sport",7.3,1314.0,FR,fr,tt0419992,2000
Aucun problème,2004,85,"Drama,War",7.0,45.0,FR,fr,tt0420009,2000
En attendant la lune,2007,78,"Drama,Mystery,Romance",7.4,14.0,FR,fr,tt1082133,2000
Untitled Marshall University Football Project,2006,131,"Drama,Sport",7.0,63949.0,US,en,tt0758794,2000
Yesterday Upon the Stair,2002,\N,Drama,8.2,13.0,CA,en,tt0328677,2000
Family Comes First,2005,132,"Drama,Family",7.1,2183.0,US,en,tt0420304,2000
La noce,2004,109,"Comedy,Drama",7.7,4749.0,FR,fr,tt0420318,2000
Still Walking,2008,115,Drama,7.9,17856.0,CA,en,tt1087578,2000
U,2003,85,Drama,8.2,22.0,CA,en,tt0420279,2000
Chatter,2008,128,"Action,Drama,Thriller",7.0,235663.0,US,en,tt0758774,2000
Family Motel,2007,88,Drama,7.4,28.0,CA,en,tt1085403,2000
Momo,2003,96,"Comedy,Drama",7.3,11466.0,FR,fr,tt0329388,2000
Common Ground,2002,108,Drama,7.6,2041.0,US,en,tt0329330,2000
Killing Harold Crick,2006,113,"Comedy,Drama,Fantasy",7.5,234331.0,US,en,tt0420223,2000
"I Am Taraneh, I Am Fifteen Years Old",2002,110,Drama,7.1,3724.0,US,en,tt0329347,2000
A Wonderful Night in Split,2004,100,"Crime,Drama,Romance",7.5,1672.0,US,en,tt0420233,2000
"Chaos, This Is",2007,124,"Crime,Drama,Romance",7.2,2450.0,US,en,tt1085799,2000
Host & Guest,2005,92,Drama,7.2,94.0,US,en,tt0765500,2000
"Homelessness and Voices of Providence in the City of Angels, 2000CE",2000,\N,\N,7.8,26.0,US,en,tt0331318,2000
Good Humor: The Movie 2001,2002,\N,"Adventure,Comedy",7.2,14.0,US,en,tt0331253,2000
Le soleil se lève aussi,2007,116,"Drama,Fantasy",7.2,2479.0,FR,fr,tt0769507,2000
Le liseur,2008,124,"Drama,Romance",7.6,254533.0,CA,en,tt0976051,2000
Imaginary Friend,2005,\N,"Comedy,Drama",7.6,9.0,CA,en,tt0763333,2000
Dolls,2002,114,"Drama,Romance",7.5,17155.0,FR,fr,tt0330229,2000
À corps perdus,2004,125,"Drama,Romance",7.0,8394.0,FR,fr,tt0330702,2000
Harry Potter and the Goblet of Fire: The IMAX Experience,2005,157,"Adventure,Family,Fantasy",7.7,660467.0,US,en,tt0330373,2000
Veer & Zaara,2004,192,"Drama,Family,Musical",7.8,55893.0,US,en,tt0420332,2000
Windup,2006,84,Action,7.5,20.0,CA,en,tt1093396,2000
When We Met,2007,138,"Comedy,Drama,Romance",7.9,56787.0,US,en,tt1093370,2000
Contes d'Istanbul,2005,99,"Drama,Thriller",7.3,6799.0,FR,fr,tt0421625,2000
Kitchen stories - chroniques de cuisine,2003,95,"Comedy,Drama",7.3,8536.0,FR,fr,tt0323872,2000
Avatar: An IMAX 3D Experience,2009,162,"Action,Adventure,Fantasy",7.9,1362820.0,US,en,tt0499549,2000
Hors jeu,2006,93,"Comedy,Drama,Sport",7.3,8463.0,FR,fr,tt0499537,2000
Life Is a Miracle,2001,97,\N,7.0,28.0,CA,en,tt0324113,2000
Soif,2001,109,\N,7.5,20.0,FR,fr,tt0324011,2000
Winnipeg mon amour,2007,80,"Comedy,Documentary,Drama",7.5,5540.0,FR,fr,tt1093842,2000
Les Alpes,2007,45,"Adventure,Documentary",7.0,358.0,FR,fr,tt0972356,2000
The 70's,2002,128,Drama,7.6,578.0,US,en,tt0325233,2000
Jerome Bixby's The Man from Earth,2007,87,"Drama,Fantasy,Mystery",7.8,195544.0,US,en,tt0756683,2000
Samurai,2003,154,"Action,Drama",7.8,459846.0,US,en,tt0325710,2000
Des bateaux d'écorce de pastèques,2004,97,"Comedy,Drama,Family",7.8,6355.0,FR,fr,tt0325675,2000
The Road to San Diego,2006,98,Comedy,7.0,728.0,US,en,tt0865438,2000
L'étrange monsieur Peppino,2002,100,"Drama,Romance",7.0,2872.0,FR,fr,tt0322725,2000
L'étrange histoire de Benjamin Button,2008,166,"Drama,Fantasy,Romance",7.8,679524.0,FR,fr,tt0421715,2000
Inuyasha the Movie: Affections Touching Across Time,2001,100,"Action,Adventure,Animation",7.2,2757.0,US,en,tt0322645,2000
Milarépa - La voie du bonheur,2006,90,"Action,Adventure,Biography",7.0,1086.0,FR,fr,tt0499238,2000
Les soeurs jumelles,2002,137,"Drama,Romance,War",7.4,7145.0,CA,en,tt0322674,2000
Sheltered Life,2008,90,Drama,8.4,71.0,CA,en,tt1095426,2000
Solo,2008,91,Drama,7.3,6105.0,US,en,tt1095442,2000
Under the Bombs,2007,98,"Drama,Romance,War",7.0,1757.0,US,en,tt1094275,2000
Un conte d'été polonais,2007,95,"Comedy,Drama",7.0,2137.0,FR,fr,tt1094278,2000
Le cahier,2007,81,"Drama,War",7.3,2311.0,FR,fr,tt1094627,2000
Summit Circle,2007,89,Drama,7.1,208.0,CA,en,tt1094629,2000
La petite fille de la terre noire,2007,90,Drama,7.0,230.0,FR,fr,tt1094635,2000
Coraline,2009,100,"Animation,Drama,Family",7.7,253394.0,US,en,tt0327597,2000
B.O.H.I.C.A.,2008,91,"Comedy,Drama,War",7.3,25.0,US,en,tt1090190,2000
Shooting Dogs,2005,115,"Drama,History,War",7.6,11836.0,GB,en,tt0420901,2000
Blind Man's Bluff,2005,111,"Comedy,Crime,Thriller",7.2,8435.0,US,en,tt0420982,2000
Le nèg',2002,92,Drama,7.3,518.0,CA,en,tt0328199,2000
Into the Wild,2007,148,"Adventure,Biography,Drama",8.1,644709.0,FR,fr,tt0758758,2000
The Aura,2005,134,"Crime,Drama,Thriller",7.1,14471.0,US,en,tt0420509,2000
Bombon,2004,97,Drama,7.1,4410.0,CA,en,tt0420548,2000
Terre et cendres,2004,102,Drama,7.2,572.0,FR,fr,tt0420715,2000
L'homme en feu,2004,146,"Action,Crime,Drama",7.7,380074.0,CA,en,tt0328107,2000
Death Note: The First Name,2006,126,"Crime,Drama,Fantasy",7.5,31493.0,US,en,tt0758742,2000
Le temps de la comète,2008,104,"Drama,History,Romance",7.4,294.0,CA,en,tt1092037,2000
P.O.T.C.,2003,143,"Action,Adventure,Fantasy",8.1,1178116.0,US,en,tt0325980,2000
L'investigateur,2008,107,"Comedy,Crime,Drama",7.4,2722.0,FR,fr,tt1092021,2000
Les moins que rien,2003,116,"Comedy,Crime,Drama",7.3,135811.0,CA,en,tt0325805,2000
The Original Latin Divas of Comedy,2007,90,"Comedy,Documentary",7.1,62.0,US,en,tt0421135,2000
Nadezhda,2003,\N,\N,7.2,20.0,US,en,tt0325876,2000
Seawards Journey,2003,78,"Adventure,Comedy",7.0,383.0,US,en,tt0326357,2000
Les vieux lions,2003,111,"Comedy,Drama,Family",7.5,60192.0,CA,en,tt0327137,2000
Mystic River,2003,138,"Crime,Drama,Mystery",7.9,474429.0,CA,en,tt0327056,2000
Until the Violence Stops,2003,\N,\N,7.2,65.0,US,en,tt0326425,2000
From the Outside In,2005,56,Drama,7.9,10.0,US,en,tt0757885,2000
Unflinching Triumph: The Philip Rockhammer Story,2007,118,"Comedy,Sport",7.9,45.0,US,en,tt1068976,2000
Neuf émotions,2005,99,Drama,7.5,46.0,FR,fr,tt0781434,2000
The Ache,2009,\N,"Drama,Sci-Fi",8.3,17.0,CA,en,tt1068941,2000
5 Centimetres Per Second,2007,63,"Animation,Drama,Family",7.5,61862.0,GB,en,tt0983213,2000
"Southern Redemption Part 1: From Midnight to Morning, Baby",2004,\N,Drama,8.5,17.0,US,en,tt0418180,2000
"Le sauveur d'oiseaux, les nuages et le vent",2006,93,Drama,7.5,93.0,FR,fr,tt0782694,2000
The Secrets,2007,127,"Drama,Romance",7.0,2204.0,US,en,tt0782867,2000
Between the Walls,2008,128,Drama,7.5,36131.0,FR,fr,tt1068646,2000
Una película de la misión,2004,90,Drama,7.0,24.0,US,en,tt0417973,2000
The Root,2003,\N,"Crime,Drama",7.1,23.0,CA,en,tt0338395,2000
Evil,2003,113,Drama,7.7,40780.0,GB,en,tt0338309,2000
The Frog Princess,2009,97,"Adventure,Animation,Comedy",7.1,160219.0,US,en,tt0780521,2000
Departures,2008,130,Drama,8.0,54109.0,FR,fr,tt1069238,2000
Infernal Affairs,2002,101,"Action,Crime,Drama",8.0,129169.0,US,en,tt0338564,2000
Two Brothers,2004,109,"Adventure,Drama,Family",7.0,15707.0,US,en,tt0338512,2000
The Transformers,2007,144,"Action,Adventure,Sci-Fi",7.0,664385.0,US,en,tt0418279,2000
Monsieur Brooks,2007,120,"Crime,Drama,Mystery",7.3,154654.0,CA,en,tt0780571,2000
Family Guy Presents Stewie Griffin: The Untold Story,2005,88,"Adventure,Animation,Comedy",7.5,33224.0,US,en,tt0385690,2000
9th Company,2005,139,"Action,Drama,History",7.1,21424.0,GB,en,tt0417397,2000
The Film 'Manderlay' as Told in Eight Straight Chapters,2005,139,Drama,7.2,24672.0,US,en,tt0342735,2000
Butterfly Wings,2006,90,Drama,7.8,76.0,US,en,tt0790471,2000
Danny the Dog,2005,103,"Action,Crime,Thriller",7.0,106785.0,FR,fr,tt0342258,2000
The Steaks,2000,107,"Comedy,Drama,Romance",7.8,22.0,CA,en,tt0417166,2000
Time to Leave,2005,81,Drama,7.1,9178.0,US,en,tt0417189,2000
Les bouchers verts,2003,100,"Comedy,Drama",7.2,23904.0,CA,en,tt0342492,2000
Firedancer,2002,79,Drama,7.2,32.0,US,en,tt0342428,2000
Rory O'Shea Was Here,2004,104,"Comedy,Drama",7.7,15824.0,US,en,tt0417791,2000
Three,2002,\N,\N,8.4,19.0,CA,en,tt0339786,2000
Hidden Chambers,2007,97,"Drama,Mystery,Thriller",7.7,122.0,US,en,tt0783551,2000
Gangster's Paradise: Jerusalema,2008,119,"Action,Crime,Drama",7.3,10812.0,US,en,tt0783532,2000
Harry Potter and the Half-Blood Prince,2009,153,"Action,Adventure,Family",7.6,576530.0,GB,en,tt0417741,2000
Eterno resplandor de una mente sin recuerdos,2004,108,"Drama,Romance,Sci-Fi",8.3,1049439.0,US,en,tt0338013,2000
Deadline,2004,53,"Comedy,Crime,Drama",7.2,93.0,US,en,tt0417594,2000
La route de l'ouest,2003,61,Drama,8.0,29.0,FR,fr,tt0417618,2000
Large,2004,102,"Comedy,Drama,Romance",7.4,221318.0,US,en,tt0333766,2000
Blue Gate Crossing,2002,85,"Drama,Romance",7.4,4256.0,FR,fr,tt0333764,2000
De l'autre côté,2007,90,Thriller,8.2,10.0,CA,en,tt1077238,2000
Johnny the Traitor,2007,135,"Crime,Drama,Mystery",7.9,12882.0,US,en,tt1077248,2000
Fraud Business Again,2006,153,"Comedy,Crime",7.2,26679.0,US,en,tt0419058,2000
Planet Terror,2007,105,"Action,Comedy,Horror",7.0,219493.0,US,en,tt1077258,2000
Fortune's Sweet Kiss,2002,\N,Thriller,7.8,15.0,CA,en,tt0772229,2000
Yossi et Jagger,2002,65,"Drama,History,Romance",7.1,7518.0,FR,fr,tt0334754,2000
Muksin,2006,95,"Comedy,Drama,Family",7.3,456.0,FR,fr,tt0863091,2000
Inner Circle Line,2006,95,Drama,7.8,39.0,US,en,tt0773292,2000
Three Burials,2005,121,"Adventure,Crime,Drama",7.3,41516.0,GB,en,tt0419294,2000
The Lover,2002,100,"Drama,Romance",7.2,673.0,US,en,tt0332224,2000
Ma vie pour la tienne,2009,109,"Drama,Family",7.3,96760.0,FR,fr,tt1078588,2000
Onze heures quatorze,2003,86,"Comedy,Crime,Drama",7.1,49325.0,FR,fr,tt0331811,2000
Le tigre et la neige,2005,114,"Comedy,Drama,Romance",7.0,14321.0,FR,fr,tt0419198,2000
L'ami de la famille,2006,102,Drama,7.1,4268.0,FR,fr,tt0772105,2000
Tourbillons,2007,95,"Drama,Musical,Romance",7.2,503.0,FR,fr,tt0977642,2000
Salomé,2002,85,Musical,7.0,459.0,FR,fr,tt0332743,2000
Christmas Story,2007,83,"Drama,Family,Fantasy",7.0,4472.0,GB,en,tt0772176,2000
Subsequently,2007,71,Comedy,7.1,11.0,US,en,tt1078292,2000
N'oublie jamais,2004,123,"Drama,Romance",7.8,600600.0,FR,fr,tt0332280,2000
Together with You,2002,116,"Drama,Music",7.4,4443.0,GB,en,tt0332639,2000
La maison de fous,2002,104,"Drama,Music,Romance",7.0,2877.0,FR,fr,tt0332605,2000
Confidences d'un gode,2002,63,"Comedy,Documentary",7.5,88.0,FR,fr,tt0332604,2000
Why Can't I Be a Movie Star?,2001,87,Comedy,7.4,22.0,CA,en,tt0332511,2000
Troie,2004,163,Drama,7.3,557411.0,CA,en,tt0332452,2000
L'école du rock,2003,109,"Comedy,Music",7.2,321723.0,CA,en,tt0332379,2000
Frères de sang,2004,140,"Action,Drama,War",8.0,40671.0,FR,fr,tt0386064,2000
Potluck,2005,88,Drama,7.4,66.0,US,en,tt0337646,2000
Détective Conan: Le Dernier Magicien du Siècle,2001,100,"Action,Animation,Crime",7.6,2769.0,FR,fr,tt1073223,2000
Magnus Opus,2003,99,"Comedy,Drama",7.8,16.0,CA,en,tt0337668,2000
Love... and Other Reasons to Panic,2007,90,"Comedy,Music,Romance",8.2,55.0,CA,en,tt0979965,2000
Vis libre ou crève,2007,128,"Action,Thriller",7.1,415675.0,CA,en,tt0337978,2000
Adam's Apples,2005,94,"Comedy,Crime,Drama",7.7,53292.0,FR,fr,tt0418455,2000
Gardener,2003,181,"Drama,Romance",7.4,17180.0,US,en,tt0337578,2000
The Shittiness of Things,2009,108,"Comedy,Drama",7.3,11342.0,US,en,tt1075110,2000
La famille Savage,2007,114,"Comedy,Drama",7.1,38324.0,FR,fr,tt0775529,2000
The Passion,2004,127,Drama,7.2,244768.0,US,en,tt0335345,2000
Mémoires de nos pères,2006,135,"Action,Adventure,Drama",7.1,127558.0,CA,en,tt0418689,2000
Mary et Max.,2009,92,"Animation,Comedy,Drama",8.1,183494.0,FR,fr,tt0978762,2000
Ferocious Saint Lord of Gobi,2000,106,"Adventure,Biography,Drama",7.9,17.0,US,en,tt0335053,2000
East on the Compass,2005,97,Drama,7.7,14.0,US,en,tt0336392,2000
The Silk Road,2002,88,Drama,7.3,4333.0,GB,en,tt0310154,2000
Les noces rebelles,2008,119,"Drama,Romance",7.3,221278.0,FR,fr,tt0959337,2000
The Welts,2004,91,Drama,7.1,1310.0,US,en,tt0426173,2000
Ruby & Quentin,2003,85,"Comedy,Crime",7.1,30215.0,US,en,tt0310203,2000
Innocents,2003,115,"Drama,Romance",7.1,128147.0,CA,en,tt0309987,2000
Prendre femme,2004,97,Drama,7.1,604.0,FR,fr,tt0426279,2000
Cordially Invited,2007,92,"Comedy,Family,Romance",7.2,45.0,US,en,tt0958831,2000
Untitled Rodrigo García Project,2009,125,"Drama,Romance",7.2,12623.0,US,en,tt1121977,2000
Mon trésor,2004,97,"Drama,Romance",7.0,1591.0,FR,fr,tt0388311,2000
Frozen Land,2005,130,Drama,7.4,6047.0,US,en,tt0388318,2000
Sword of the Stranger,2007,103,"Action,Adventure,Animation",7.8,17846.0,FR,fr,tt1121794,2000
Fizzy Bizness,2002,85,Comedy,8.0,76.0,US,en,tt0310702,2000
Untitled Christopher Guest Project,2003,91,"Comedy,Music",7.2,29102.0,US,en,tt0310281,2000
Reign O'er Me,2007,124,Drama,7.4,98787.0,US,en,tt0490204,2000
Changing Casanova,2005,87,"Comedy,Romance",7.8,15.0,US,en,tt0490389,2000
Le lutteur,2008,109,"Drama,Sport",7.9,315825.0,CA,en,tt1125849,2000
Le bannissement,2007,150,"Drama,Romance",7.5,8686.0,FR,fr,tt0488905,2000
Nicholas Nickleby,2002,132,"Adventure,Drama,Romance",7.1,13228.0,FR,fr,tt0309912,2000
Vénus,2006,95,"Comedy,Drama,Romance",7.1,13323.0,CA,en,tt0489327,2000
The Take-Away Bride,2005,73,Drama,8.1,9.0,CA,en,tt0489306,2000
Looking for Angelina,2005,85,Drama,7.1,74.0,CA,en,tt0426515,2000
I.D.,2003,90,"Mystery,Thriller",7.3,261443.0,US,en,tt0309698,2000
Lucky Number S7evin,2006,110,"Crime,Drama,Thriller",7.7,321698.0,US,en,tt0425210,2000
The Curse of the Were-Rabbit,2005,85,"Adventure,Animation,Comedy",7.5,142942.0,US,en,tt0312004,2000
Traître,2008,104,"Crime,Thriller",7.4,82589.0,CA,en,tt1117385,2000
The Yacoubian Building,2006,165,Drama,7.5,7049.0,US,en,tt0425321,2000
Love Is Work,2005,75,Drama,7.1,28.0,CA,en,tt0491788,2000
Tout ira bien,2007,98,Drama,7.1,644.0,FR,fr,tt1118084,2000
The Peace Tree,2005,48,"Drama,Family",8.6,58.0,CA,en,tt0492478,2000
Super flic,2007,121,"Action,Comedy,Mystery",7.8,525226.0,CA,en,tt0425112,2000
The Daughter of Keltoum,2001,106,Drama,7.3,293.0,CA,en,tt0312687,2000
Le roi et le clown,2005,119,"Drama,History",7.3,5874.0,FR,fr,tt0492835,2000
The Dark Avengers: One-Shot,2005,110,"Action,Crime,Drama",7.2,47.0,US,en,tt0492596,2000
Here Was the Anthem,2002,47,"Crime,Drama",7.4,45.0,US,en,tt0312374,2000
The Far Side of the World,2003,138,"Action,Adventure,Drama",7.5,232290.0,US,en,tt0311113,2000
Le passage,2003,117,"Adventure,Comedy,Drama",7.0,96871.0,CA,en,tt0311289,2000
Red Cliff,2008,145,"Action,Adventure,Drama",7.3,47800.0,US,en,tt0425637,2000
Around Fifth and Spring,2002,120,"Crime,Drama",8.2,20.0,US,en,tt0310953,2000
Klepto the Clown,2001,\N,Comedy,7.3,15.0,CA,en,tt0310945,2000
Untitled Dave Chappelle/Michel Gondry Project,2005,103,"Comedy,Documentary,Music",7.2,9534.0,US,en,tt0425598,2000
Trailer Park Boys: The Big Dirty,2006,95,"Comedy,Crime",7.1,13406.0,CA,en,tt0425601,2000
Piano Forest,2007,101,"Animation,Drama,Family",7.1,1715.0,FR,fr,tt1119194,2000
Pusher III - L'ange de la mort,2005,108,"Crime,Drama,Thriller",7.3,17432.0,FR,fr,tt0425379,2000
Fortnight,2009,63,"Comedy,Drama,Romance",8.3,13.0,US,en,tt1119135,2000
L'homme sans passé,2002,97,"Comedy,Drama,Romance",7.6,24428.0,CA,en,tt0311519,2000
Un festin à New York,2003,80,"Comedy,Drama",7.0,21794.0,CA,en,tt0311648,2000
Everyman,2007,50,Drama,8.2,9.0,GB,en,tt0951338,2000
Perspective,2007,\N,Drama,8.1,19.0,CA,en,tt1134624,2000
Maximum Capacity,2001,\N,\N,9.0,8.0,CA,en,tt0307139,2000
Si loin,2006,92,Drama,7.0,806.0,FR,fr,tt0951297,2000
Wedding Photo,2005,110,"Drama,Romance",7.1,4077.0,US,en,tt0428038,2000
Shotgun Stories,2007,92,"Drama,Thriller",7.1,11062.0,FR,fr,tt0952682,2000
Sex Guns Money @ 20,2002,115,"Comedy,Drama",8.5,8.0,US,en,tt0307451,2000
Shaye Saint John: The Triggers Compilation,2004,96,"Animation,Comedy,Drama",7.0,195.0,US,en,tt0307456,2000
Summer Holiday,2008,103,"Comedy,Drama",7.0,2200.0,US,en,tt1132578,2000
"Millenium, les hommes qui n'aimaient pas les femmes",2009,152,"Crime,Drama,Mystery",7.8,221036.0,FR,fr,tt1132620,2000
Superheroes,2007,85,Drama,7.1,120.0,US,en,tt0486022,2000
Le mariage de Tuya,2006,86,"Drama,Romance",7.2,2425.0,FR,fr,tt0949564,2000
My Talks with Dean Spanley,2008,100,"Comedy,Drama",7.2,3781.0,GB,en,tt1135968,2000
Le prix du pardon,2001,90,Drama,7.1,132.0,FR,fr,tt0305884,2000
Sharing GOD Kid Style,2009,55,"Comedy,Family",7.2,18.0,US,en,tt1135520,2000
A Moment to Remember,2004,117,"Drama,Romance",8.1,25058.0,US,en,tt0428870,2000
Chances Are,2001,90,"Comedy,Romance",8.6,47.0,US,en,tt0306188,2000
Eyes - Aankhen,2002,165,"Crime,Drama,Thriller",7.4,13782.0,FR,fr,tt0306434,2000
Monrak Transistor,2001,120,"Comedy,Drama,Musical",7.3,993.0,FR,fr,tt0306359,2000
La femme qui rêve,2001,83,\N,7.1,24.0,FR,fr,tt0308791,2000
La faille,2007,113,"Crime,Drama,Thriller",7.2,214225.0,FR,fr,tt0488120,2000
Live & Become,2005,140,Drama,7.8,6247.0,CA,en,tt0388505,2000
La cité des hommes,2007,106,"Crime,Drama",7.2,16117.0,FR,fr,tt0870090,2000
Le coucou,2002,99,"Comedy,Drama,War",7.7,7884.0,FR,fr,tt0308476,2000
An American Dream,2004,85,"Comedy,Drama",8.2,99.0,US,en,tt0309275,2000
"Vin Morreale, Jr.'s Breaking & Entering",2004,118,"Comedy,Romance",7.2,72.0,US,en,tt0427017,2000
Visual Purple,2007,90,"Drama,Thriller",8.6,9.0,CA,en,tt1128082,2000
12,2007,159,"Crime,Drama,Thriller",7.6,15159.0,FR,fr,tt0488478,2000
Méchant Père Noël,2003,92,"Comedy,Crime,Drama",7.1,149865.0,CA,en,tt0307987,2000
Hammer & Tickle,2006,89,"Comedy,Documentary,History",7.1,207.0,CA,en,tt0870117,2000
Couscous,2007,151,Drama,7.4,7799.0,GB,en,tt0487419,2000
